air_temp,cloud_opacity,precipitable_water,precipitation_rate,relative_humidity,wind_speed_10m,period_end,period
26,94.8,73,1.1,92.5,1.5,2020-01-01T01:00:00Z,PT60M
26,95.8,72.1,0.7,89.8,2.4,2020-01-01T02:00:00Z,PT60M
26,91.9,71.1,0.7,86.9,3,2020-01-01T03:00:00Z,PT60M
26,75.8,70.8,0.9,87.5,3.4,2020-01-01T04:00:00Z,PT60M
27,64.9,70.5,1.5,87,3.8,2020-01-01T05:00:00Z,PT60M
27,63,70.2,2,85.4,3.7,2020-01-01T06:00:00Z,PT60M
27,55.9,69.9,1.1,86.2,3,2020-01-01T07:00:00Z,PT60M
27,69.6,69.1,1.2,85.7,2.7,2020-01-01T08:00:00Z,PT60M
27,61.7,68.1,0.9,84.2,2.5,2020-01-01T09:00:00Z,PT60M
27,61,66.8,0.6,84.7,2,2020-01-01T10:00:00Z,PT60M
26,77.8,65.8,0.5,85.9,1.4,2020-01-01T11:00:00Z,PT60M
26,86.8,66.3,0.8,86.9,1,2020-01-01T12:00:00Z,PT60M
26,82.8,66.6,0.9,86.9,0.9,2020-01-01T13:00:00Z,PT60M
26,83.8,66.4,0.9,88.5,0.6,2020-01-01T14:00:00Z,PT60M
26,83.5,67,1.3,90.6,0.4,2020-01-01T15:00:00Z,PT60M
26,73.2,68.2,1.1,91.2,1,2020-01-01T16:00:00Z,PT60M
25,74.8,69.3,1.4,93.1,1.8,2020-01-01T17:00:00Z,PT60M
25,74,70.1,1.9,94.7,2.2,2020-01-01T18:00:00Z,PT60M
25,50.9,70.1,1.4,94.7,2,2020-01-01T19:00:00Z,PT60M
25,53.6,69.5,1.2,94.5,1.8,2020-01-01T20:00:00Z,PT60M
25,51.5,68.5,0.6,93.9,1.7,2020-01-01T21:00:00Z,PT60M
25,73.8,67.4,0.3,92.2,1.6,2020-01-01T22:00:00Z,PT60M
25,66,66.9,0.3,91.1,1.5,2020-01-01T23:00:00Z,PT60M
25,57.5,67.1,0.1,91.7,1.4,2020-01-02T00:00:00Z,PT60M
25,17.8,67,0.1,90.6,1.6,2020-01-02T01:00:00Z,PT60M
27,21,66.6,0.2,84.9,2.6,2020-01-02T02:00:00Z,PT60M
28,44.9,66.2,0.2,80.3,3.9,2020-01-02T03:00:00Z,PT60M
28,49.3,66.1,0.1,79.2,4.3,2020-01-02T04:00:00Z,PT60M
29,50.3,66.2,0.1,76.3,4.2,2020-01-02T05:00:00Z,PT60M
30,19.5,65.8,0.9,73.4,4.3,2020-01-02T06:00:00Z,PT60M
30,8.5,66.1,0,73,4.1,2020-01-02T07:00:00Z,PT60M
30,4.8,67.2,0.5,73.3,3.9,2020-01-02T08:00:00Z,PT60M
29,29.3,67.5,0.9,73.9,3.6,2020-01-02T09:00:00Z,PT60M
28,36.7,67.7,1.2,77.8,3.3,2020-01-02T10:00:00Z,PT60M
27,57.3,68.1,1.8,83.2,2.4,2020-01-02T11:00:00Z,PT60M
27,18.3,67.8,0.1,84.9,1.7,2020-01-02T12:00:00Z,PT60M
27,9.9,67.2,0,85.2,1.8,2020-01-02T13:00:00Z,PT60M
26,29.3,67,0,87.2,2,2020-01-02T14:00:00Z,PT60M
26,17.1,67,0,89,2,2020-01-02T15:00:00Z,PT60M
26,39.9,66.9,0,89.6,2.1,2020-01-02T16:00:00Z,PT60M
26,40,66.7,0,89.5,2.3,2020-01-02T17:00:00Z,PT60M
26,38.3,66.1,0.1,89.3,2.5,2020-01-02T18:00:00Z,PT60M
26,0,65.8,0,88.7,2.4,2020-01-02T19:00:00Z,PT60M
26,0,66,0,89.3,2.4,2020-01-02T20:00:00Z,PT60M
25,0,66.3,0.2,90.6,2.4,2020-01-02T21:00:00Z,PT60M
25,0,66.8,0.3,90.1,2.4,2020-01-02T22:00:00Z,PT60M
26,0.2,67,0.8,88.7,2.5,2020-01-02T23:00:00Z,PT60M
26,30.2,66.4,1,88.7,2.6,2020-01-03T00:00:00Z,PT60M
26,42.2,66,0.1,88.7,2.8,2020-01-03T01:00:00Z,PT60M
27,27.3,66.6,0.3,84.2,3.4,2020-01-03T02:00:00Z,PT60M
28,60.5,67.4,1.2,80.6,4,2020-01-03T03:00:00Z,PT60M
28,61.9,67.5,2.1,80.3,4.6,2020-01-03T04:00:00Z,PT60M
28,41.8,69,2.5,78.9,4.6,2020-01-03T05:00:00Z,PT60M
29,36.1,69,0.1,76.4,4.1,2020-01-03T06:00:00Z,PT60M
29,38.6,66.6,0.2,73.6,3.7,2020-01-03T07:00:00Z,PT60M
30,42.7,65.7,0,71.1,3.6,2020-01-03T08:00:00Z,PT60M
30,45,65.8,0,69.9,3.7,2020-01-03T09:00:00Z,PT60M
29,42.4,66.2,0.9,74.1,3.3,2020-01-03T10:00:00Z,PT60M
28,51.7,66.8,0.2,79.5,2.5,2020-01-03T11:00:00Z,PT60M
28,20.1,66.4,0,80.8,2,2020-01-03T12:00:00Z,PT60M
28,0,65.5,0,81.5,2.1,2020-01-03T13:00:00Z,PT60M
27,0,65.3,0.2,83.7,2.3,2020-01-03T14:00:00Z,PT60M
27,0,65.7,0.1,85.9,2.5,2020-01-03T15:00:00Z,PT60M
27,0,66.4,0.7,87,2.7,2020-01-03T16:00:00Z,PT60M
26,0,67,1.5,88.8,2.8,2020-01-03T17:00:00Z,PT60M
26,1.2,67.2,0.7,89.5,2.6,2020-01-03T18:00:00Z,PT60M
26,39.4,66.9,0.5,89.3,2.5,2020-01-03T19:00:00Z,PT60M
26,39.3,66.1,0.3,90.3,2.3,2020-01-03T20:00:00Z,PT60M
25,40,66,0.3,91.7,2.2,2020-01-03T21:00:00Z,PT60M
25,40.2,66.7,0.5,91.2,2.5,2020-01-03T22:00:00Z,PT60M
26,28.1,66.5,0.3,90.1,2.6,2020-01-03T23:00:00Z,PT60M
26,59.6,65.5,0,89.3,2.6,2020-01-04T00:00:00Z,PT60M
26,65.3,64.9,0.1,88.2,2.4,2020-01-04T01:00:00Z,PT60M
27,72.2,64.8,0.2,84.9,2.9,2020-01-04T02:00:00Z,PT60M
28,68.7,65.4,0.3,82.3,4.1,2020-01-04T03:00:00Z,PT60M
28,72.1,66.3,0.8,81.3,4.7,2020-01-04T04:00:00Z,PT60M
28,61,66.6,3.3,80.2,4.8,2020-01-04T05:00:00Z,PT60M
29,78.1,66.4,0.5,79.3,4.7,2020-01-04T06:00:00Z,PT60M
29,39,66.2,0.1,77.9,4.1,2020-01-04T07:00:00Z,PT60M
30,26.5,65.7,0.2,75.9,3.4,2020-01-04T08:00:00Z,PT60M
30,42,65.3,0.3,75,3.4,2020-01-04T09:00:00Z,PT60M
29,67.3,64.9,0.1,77.5,3.1,2020-01-04T10:00:00Z,PT60M
29,69.5,65,0.5,80.7,2.2,2020-01-04T11:00:00Z,PT60M
28,26.8,66.3,3.3,84.5,2,2020-01-04T12:00:00Z,PT60M
27,25.5,66.1,1.1,87.3,1.8,2020-01-04T13:00:00Z,PT60M
27,41.4,65.7,0,86.7,1.8,2020-01-04T14:00:00Z,PT60M
27,38.8,66.5,0.1,85.9,2.2,2020-01-04T15:00:00Z,PT60M
26,40,66.5,0.1,85.9,2.7,2020-01-04T16:00:00Z,PT60M
26,40,66,0.1,87.2,3.1,2020-01-04T17:00:00Z,PT60M
26,41.4,65.9,0.1,88.5,3.3,2020-01-04T18:00:00Z,PT60M
26,71.8,65.8,0.1,89.3,3.3,2020-01-04T19:00:00Z,PT60M
26,66.6,65.7,0.5,90.3,3.5,2020-01-04T20:00:00Z,PT60M
25,62.6,66.6,0.9,91.1,3.9,2020-01-04T21:00:00Z,PT60M
26,62.1,68.9,0.7,91.2,3.6,2020-01-04T22:00:00Z,PT60M
26,63.6,70.9,0.1,90.6,3,2020-01-04T23:00:00Z,PT60M
26,36.2,71.7,0.1,89.8,3.4,2020-01-05T00:00:00Z,PT60M
26,84.6,71.7,0.3,89,4,2020-01-05T01:00:00Z,PT60M
26,95.2,71.5,0.5,87.5,4.3,2020-01-05T02:00:00Z,PT60M
27,94.9,70.3,0.4,84.7,4.4,2020-01-05T03:00:00Z,PT60M
27,91.8,68.2,1,83.2,4.5,2020-01-05T04:00:00Z,PT60M
27,72.1,66.7,0.2,81.5,4.6,2020-01-05T05:00:00Z,PT60M
28,76.9,66,0.2,78.7,4.8,2020-01-05T06:00:00Z,PT60M
28,72.1,66,0.2,78.2,4.9,2020-01-05T07:00:00Z,PT60M
28,71.3,65.9,0.3,79.9,4.4,2020-01-05T08:00:00Z,PT60M
28,81.2,65.3,2,79.9,3.5,2020-01-05T09:00:00Z,PT60M
28,84.1,65.4,0.8,82.5,2.1,2020-01-05T10:00:00Z,PT60M
27,73.2,65.4,0,86.5,1.1,2020-01-05T11:00:00Z,PT60M
27,31.8,65,0,86.7,1.5,2020-01-05T12:00:00Z,PT60M
27,40.9,65.4,0,86.5,1.5,2020-01-05T13:00:00Z,PT60M
27,40.2,66.2,0,86.7,1.8,2020-01-05T14:00:00Z,PT60M
27,40.8,66.5,0,87.2,2,2020-01-05T15:00:00Z,PT60M
26,59.8,66.6,0,87.2,2.2,2020-01-05T16:00:00Z,PT60M
26,59.3,67,0.1,88,2.2,2020-01-05T17:00:00Z,PT60M
26,59.3,66.8,0.1,89.3,2.4,2020-01-05T18:00:00Z,PT60M
26,59.9,66.4,0.7,90.4,2.9,2020-01-05T19:00:00Z,PT60M
26,60.4,66.1,0.7,91.7,2.8,2020-01-05T20:00:00Z,PT60M
25,59.8,66,0.7,92,2.8,2020-01-05T21:00:00Z,PT60M
25,68.3,67,0.5,90.9,2.8,2020-01-05T22:00:00Z,PT60M
25,54.9,67.8,0.1,90.3,2.6,2020-01-05T23:00:00Z,PT60M
25,78.2,67.2,0.2,90.3,2.7,2020-01-06T00:00:00Z,PT60M
25,86.9,67,0.2,90.6,3.1,2020-01-06T01:00:00Z,PT60M
26,81.2,66.8,0.3,87,3.3,2020-01-06T02:00:00Z,PT60M
27,59.2,66,0.4,82.2,3.2,2020-01-06T03:00:00Z,PT60M
28,58.3,65.2,0.5,80.3,3,2020-01-06T04:00:00Z,PT60M
28,24.4,64.2,0.7,77.8,3.1,2020-01-06T05:00:00Z,PT60M
29,36.4,63.7,0.2,76,3.4,2020-01-06T06:00:00Z,PT60M
29,62.5,64.8,0.2,75.6,3.5,2020-01-06T07:00:00Z,PT60M
29,57.6,67.3,0.8,75.9,3.2,2020-01-06T08:00:00Z,PT60M
29,48.5,70.6,1.1,76.1,2.6,2020-01-06T09:00:00Z,PT60M
28,65.4,72.3,3.4,82.1,2.6,2020-01-06T10:00:00Z,PT60M
27,42.8,71.8,3.5,89.6,2.3,2020-01-06T11:00:00Z,PT60M
26,3.2,69.4,1.8,90.4,1.7,2020-01-06T12:00:00Z,PT60M
26,0,66.2,0.9,90.1,1.9,2020-01-06T13:00:00Z,PT60M
26,0,65.2,0.8,90.1,2,2020-01-06T14:00:00Z,PT60M
26,1.2,65.2,1.2,90.4,2.2,2020-01-06T15:00:00Z,PT60M
26,39.8,65.5,1.1,90.1,2.6,2020-01-06T16:00:00Z,PT60M
26,40,65.8,0.8,90.6,2.8,2020-01-06T17:00:00Z,PT60M
26,38.3,66.1,0.3,91.2,2.9,2020-01-06T18:00:00Z,PT60M
25,0,66.6,0.4,90.9,3.2,2020-01-06T19:00:00Z,PT60M
25,0,66.9,0.5,91.7,3.4,2020-01-06T20:00:00Z,PT60M
25,1.1,66.7,0.7,92.2,3.3,2020-01-06T21:00:00Z,PT60M
25,20.7,66.6,0.5,91.7,2.9,2020-01-06T22:00:00Z,PT60M
25,17,66.9,0.2,91.1,2.9,2020-01-06T23:00:00Z,PT60M
25,62.4,66.5,0.3,90.9,3.2,2020-01-07T00:00:00Z,PT60M
26,29.7,65.2,0,90.6,3.2,2020-01-07T01:00:00Z,PT60M
27,28,64,0.1,85,3.8,2020-01-07T02:00:00Z,PT60M
28,6.1,63.3,0.2,78.9,4,2020-01-07T03:00:00Z,PT60M
29,15.8,63.1,0.2,77.6,3.6,2020-01-07T04:00:00Z,PT60M
29,52.4,63.3,0.3,76.3,3.5,2020-01-07T05:00:00Z,PT60M
29,57.8,63.8,0.5,75.3,3.8,2020-01-07T06:00:00Z,PT60M
28,46.9,64.3,1.1,77.1,4.3,2020-01-07T07:00:00Z,PT60M
28,79.8,64.7,0.4,78.5,4.2,2020-01-07T08:00:00Z,PT60M
28,79.3,65.3,0.2,76.9,3.7,2020-01-07T09:00:00Z,PT60M
28,58.6,65.3,0.1,78,2.8,2020-01-07T10:00:00Z,PT60M
28,44.5,65.9,0.4,81.3,2.2,2020-01-07T11:00:00Z,PT60M
27,0.2,67,0.3,83.5,2.6,2020-01-07T12:00:00Z,PT60M
27,31.6,66.8,0,84.7,2.7,2020-01-07T13:00:00Z,PT60M
27,50.2,66.1,0.1,84.9,2.5,2020-01-07T14:00:00Z,PT60M
27,40.3,65.1,0.1,85.2,2.3,2020-01-07T15:00:00Z,PT60M
26,36.7,63.8,0,86.4,1.9,2020-01-07T16:00:00Z,PT60M
26,41.5,63.9,0,87.4,1.9,2020-01-07T17:00:00Z,PT60M
26,40.9,65,0.2,87.2,2.1,2020-01-07T18:00:00Z,PT60M
26,38.9,65.3,0.1,87.7,1.8,2020-01-07T19:00:00Z,PT60M
26,40,65.7,0,89,1.7,2020-01-07T20:00:00Z,PT60M
25,41.1,66.5,0.4,89.5,1.8,2020-01-07T21:00:00Z,PT60M
25,71.7,65.8,0.9,89.8,1.7,2020-01-07T22:00:00Z,PT60M
26,56.1,64.5,0,89.8,1.5,2020-01-07T23:00:00Z,PT60M
26,22.4,64.2,0,89.3,1.8,2020-01-08T00:00:00Z,PT60M
26,13.4,64.1,0,88.5,2,2020-01-08T01:00:00Z,PT60M
27,2.3,64.3,0.1,85,2.3,2020-01-08T02:00:00Z,PT60M
28,22.9,65.2,0.2,81.8,2.7,2020-01-08T03:00:00Z,PT60M
28,60,66.2,0.2,81.3,2.9,2020-01-08T04:00:00Z,PT60M
29,84.9,66.8,0.4,80.7,3,2020-01-08T05:00:00Z,PT60M
29,86.1,67.3,0.9,80,3.1,2020-01-08T06:00:00Z,PT60M
29,77.2,67.5,1,80.9,3.4,2020-01-08T07:00:00Z,PT60M
28,73.3,67.9,1.4,82.6,3.5,2020-01-08T08:00:00Z,PT60M
28,88.9,68.2,2.9,83.3,3,2020-01-08T09:00:00Z,PT60M
28,82.3,66.5,0.8,84.2,1.6,2020-01-08T10:00:00Z,PT60M
27,58.8,65,1.3,86,1,2020-01-08T11:00:00Z,PT60M
27,28.5,64.3,1.4,88.6,0.9,2020-01-08T12:00:00Z,PT60M
26,41.6,64.2,0.3,90.9,0.4,2020-01-08T13:00:00Z,PT60M
26,50,65.4,0.1,91.5,1.1,2020-01-08T14:00:00Z,PT60M
26,37.2,66.5,0.3,91.5,1.4,2020-01-08T15:00:00Z,PT60M
26,0,67.5,0.4,91.7,1.4,2020-01-08T16:00:00Z,PT60M
26,0,67.9,0.4,92,1.5,2020-01-08T17:00:00Z,PT60M
26,0,68,0.4,92.3,1.8,2020-01-08T18:00:00Z,PT60M
25,0,68.4,0.5,92.5,2.1,2020-01-08T19:00:00Z,PT60M
25,0,68.8,0.4,92.8,2.4,2020-01-08T20:00:00Z,PT60M
25,0,69.3,0.6,93.4,2.5,2020-01-08T21:00:00Z,PT60M
25,0,70.9,1.2,92.5,2.1,2020-01-08T22:00:00Z,PT60M
25,4.9,72.5,1.2,91.1,1.9,2020-01-08T23:00:00Z,PT60M
25,79.8,72.3,1,91.1,2.4,2020-01-09T00:00:00Z,PT60M
25,83.9,71.6,0.7,90.9,2.6,2020-01-09T01:00:00Z,PT60M
26,89.5,70.9,0.5,88.2,2.5,2020-01-09T02:00:00Z,PT60M
26,84.6,70.2,0.9,85.1,2.5,2020-01-09T03:00:00Z,PT60M
27,78.5,69.3,1.4,83.7,2.8,2020-01-09T04:00:00Z,PT60M
27,68.6,68.2,1.9,81.7,3.1,2020-01-09T05:00:00Z,PT60M
27,80.2,67.6,3.9,82.2,3.3,2020-01-09T06:00:00Z,PT60M
27,68.9,68,0.6,83.7,3.4,2020-01-09T07:00:00Z,PT60M
28,63,69.1,0.8,80.3,3,2020-01-09T08:00:00Z,PT60M
28,67.7,71.8,1.6,77.1,2.7,2020-01-09T09:00:00Z,PT60M
28,64.1,70.9,2.5,82.3,2.2,2020-01-09T10:00:00Z,PT60M
27,76.7,67.9,2.8,88.5,1.4,2020-01-09T11:00:00Z,PT60M
26,32.3,68,2.9,88.5,1.4,2020-01-09T12:00:00Z,PT60M
26,11.1,68.8,3,88,1.7,2020-01-09T13:00:00Z,PT60M
26,10.4,69.8,1.9,88.5,1.8,2020-01-09T14:00:00Z,PT60M
26,24,71.2,2.2,89,1.9,2020-01-09T15:00:00Z,PT60M
26,38.5,72.5,1.6,89,2.2,2020-01-09T16:00:00Z,PT60M
25,38.6,72.9,2.4,90.3,2.7,2020-01-09T17:00:00Z,PT60M
25,39.4,73.1,1.4,91.7,3.1,2020-01-09T18:00:00Z,PT60M
25,59.2,73.6,2.3,91.9,3.2,2020-01-09T19:00:00Z,PT60M
25,59.3,73.1,2.4,91.4,3.1,2020-01-09T20:00:00Z,PT60M
25,60.7,71.4,2.3,90.8,3.1,2020-01-09T21:00:00Z,PT60M
25,82.9,71.2,2.4,91.1,2.7,2020-01-09T22:00:00Z,PT60M
25,74.8,72,1.8,91.9,2.3,2020-01-09T23:00:00Z,PT60M
25,69.7,72.3,1.8,92.2,2.8,2020-01-10T00:00:00Z,PT60M
25,64.1,72.8,1.5,91.7,3.3,2020-01-10T01:00:00Z,PT60M
26,54.7,73.6,1.7,88.7,3.5,2020-01-10T02:00:00Z,PT60M
26,49.3,74.3,2,86.7,3.5,2020-01-10T03:00:00Z,PT60M
26,52.3,74.5,2.2,87.2,3.5,2020-01-10T04:00:00Z,PT60M
26,57.2,73,1.5,86.4,3.2,2020-01-10T05:00:00Z,PT60M
27,66.4,71,1.1,85.2,3.1,2020-01-10T06:00:00Z,PT60M
27,68.4,69.8,1.5,83.9,3.1,2020-01-10T07:00:00Z,PT60M
27,86.5,69.1,1.1,83.6,3,2020-01-10T08:00:00Z,PT60M
27,89.7,68.4,1,84.1,2.7,2020-01-10T09:00:00Z,PT60M
26,74.1,68.9,1,85.6,2,2020-01-10T10:00:00Z,PT60M
26,75,69.7,0.6,87.7,1.6,2020-01-10T11:00:00Z,PT60M
26,71.9,69.5,0.2,88.7,1.9,2020-01-10T12:00:00Z,PT60M
26,68,69,0.1,89,2,2020-01-10T13:00:00Z,PT60M
25,74.3,68,0.1,89.5,1.9,2020-01-10T14:00:00Z,PT60M
25,72.9,67.4,0,90.3,1.9,2020-01-10T15:00:00Z,PT60M
25,7.9,66.9,0,90.6,1.9,2020-01-10T16:00:00Z,PT60M
25,6.7,66.2,0,90.8,2.1,2020-01-10T17:00:00Z,PT60M
25,8.9,65.5,0.1,90.8,2.3,2020-01-10T18:00:00Z,PT60M
25,59.1,64.8,0,90.8,2.6,2020-01-10T19:00:00Z,PT60M
25,58.5,64.4,0,90.5,2.6,2020-01-10T20:00:00Z,PT60M
24,47.8,64.3,0,90.3,2.7,2020-01-10T21:00:00Z,PT60M
25,61.3,63.9,0.1,90,2.8,2020-01-10T22:00:00Z,PT60M
25,51.7,63.6,0.1,90.3,2.7,2020-01-10T23:00:00Z,PT60M
25,46.4,63.8,0.2,90.8,2.8,2020-01-11T00:00:00Z,PT60M
25,33.5,64.2,0.3,90.6,3,2020-01-11T01:00:00Z,PT60M
26,30.6,64.2,0.4,86.2,3,2020-01-11T02:00:00Z,PT60M
27,19.6,63.9,0.3,81.2,3.4,2020-01-11T03:00:00Z,PT60M
27,39.7,63.8,0.2,79.6,3.9,2020-01-11T04:00:00Z,PT60M
28,65.6,63.9,0.1,77.5,4.1,2020-01-11T05:00:00Z,PT60M
28,49.7,64.6,0.2,76.1,4.3,2020-01-11T06:00:00Z,PT60M
28,55.2,65.5,0.4,77.8,4.4,2020-01-11T07:00:00Z,PT60M
28,45.9,66.6,1.1,79.6,4.3,2020-01-11T08:00:00Z,PT60M
28,33.4,66.6,0.6,79.3,3.8,2020-01-11T09:00:00Z,PT60M
27,43.6,65.3,1.1,81.2,3.5,2020-01-11T10:00:00Z,PT60M
27,52.7,64,0.3,83.4,3.4,2020-01-11T11:00:00Z,PT60M
27,71.6,63,0.1,83.4,3.1,2020-01-11T12:00:00Z,PT60M
27,71.1,62.4,0.1,84.1,2.5,2020-01-11T13:00:00Z,PT60M
26,68.6,62.4,0,85.4,2.1,2020-01-11T14:00:00Z,PT60M
26,69.2,62.9,0,86.4,2.1,2020-01-11T15:00:00Z,PT60M
26,73.9,63.2,0,86.9,2.3,2020-01-11T16:00:00Z,PT60M
26,73.9,63,0,87.4,2.5,2020-01-11T17:00:00Z,PT60M
25,73.9,62.4,0.1,87.4,2.7,2020-01-11T18:00:00Z,PT60M
25,75.7,61.7,0,87.1,2.7,2020-01-11T19:00:00Z,PT60M
25,75,61.2,0,87.6,2.8,2020-01-11T20:00:00Z,PT60M
25,75.5,60.7,0,88.1,2.9,2020-01-11T21:00:00Z,PT60M
25,57.3,59.9,0,89,2.6,2020-01-11T22:00:00Z,PT60M
25,54.7,58.6,0,90,2.3,2020-01-11T23:00:00Z,PT60M
25,6.1,57.3,0,90,2.4,2020-01-12T00:00:00Z,PT60M
26,0,56.6,0,88.2,2.6,2020-01-12T01:00:00Z,PT60M
27,0,56.8,0.1,79.9,3.1,2020-01-12T02:00:00Z,PT60M
29,19.8,57.4,0.2,72.1,4.1,2020-01-12T03:00:00Z,PT60M
29,20.7,57.7,0.2,70.4,4.6,2020-01-12T04:00:00Z,PT60M
30,25.8,57.4,0.2,69.2,4.8,2020-01-12T05:00:00Z,PT60M
30,37.7,56.9,0.2,68.4,4.9,2020-01-12T06:00:00Z,PT60M
30,40.2,56.6,0.3,68.3,4.9,2020-01-12T07:00:00Z,PT60M
30,19.6,56.7,0.1,68.7,4.7,2020-01-12T08:00:00Z,PT60M
30,21.8,56.6,0.1,69.7,4.3,2020-01-12T09:00:00Z,PT60M
29,46.1,56,0.1,73.7,3.7,2020-01-12T10:00:00Z,PT60M
29,40.3,55.7,0.1,77.8,2.9,2020-01-12T11:00:00Z,PT60M
28,0,55.4,0.1,78.7,2.4,2020-01-12T12:00:00Z,PT60M
28,0,54.1,0,80.1,2.1,2020-01-12T13:00:00Z,PT60M
27,0,52.7,0,82.2,2,2020-01-12T14:00:00Z,PT60M
27,0,52.1,0,84.1,2.1,2020-01-12T15:00:00Z,PT60M
26,1,51.6,0.1,85.1,2.2,2020-01-12T16:00:00Z,PT60M
26,6,52.2,0.2,86.1,2.6,2020-01-12T17:00:00Z,PT60M
26,11.2,53.8,0.2,87.2,3,2020-01-12T18:00:00Z,PT60M
26,16.5,55.2,0.1,87.9,3.2,2020-01-12T19:00:00Z,PT60M
25,21.8,56.6,0.2,89.5,3.4,2020-01-12T20:00:00Z,PT60M
25,26.8,57.9,0.2,91.1,3.5,2020-01-12T21:00:00Z,PT60M
25,31.4,59.5,0.2,91.1,3.3,2020-01-12T22:00:00Z,PT60M
25,35.8,61.1,0.1,91.1,3,2020-01-12T23:00:00Z,PT60M
25,37.3,61.7,0.1,90.3,2.6,2020-01-13T00:00:00Z,PT60M
26,33.4,61.9,0.1,88.5,2.6,2020-01-13T01:00:00Z,PT60M
27,44.2,62.2,0.1,83.4,2.9,2020-01-13T02:00:00Z,PT60M
28,38.9,62.3,0.1,78.9,3,2020-01-13T03:00:00Z,PT60M
28,38.6,62,0.1,78.2,3.1,2020-01-13T04:00:00Z,PT60M
29,29.5,61.5,0.1,77,3.2,2020-01-13T05:00:00Z,PT60M
30,51.1,60.9,0,75.9,3.7,2020-01-13T06:00:00Z,PT60M
30,17.5,61,0.5,76,4,2020-01-13T07:00:00Z,PT60M
30,21.3,60.4,0.1,76.4,3.6,2020-01-13T08:00:00Z,PT60M
29,65.1,58.9,0.2,77,3,2020-01-13T09:00:00Z,PT60M
29,43.8,57.3,0.2,78.1,2.7,2020-01-13T10:00:00Z,PT60M
28,40.4,56.4,0.5,80.6,2.4,2020-01-13T11:00:00Z,PT60M
27,0,57.2,0.3,83.2,2.5,2020-01-13T12:00:00Z,PT60M
27,0,57.2,0,84.7,2.8,2020-01-13T13:00:00Z,PT60M
27,0,56.6,0,86.7,2.7,2020-01-13T14:00:00Z,PT60M
27,1.1,56.2,0,88.3,2.5,2020-01-13T15:00:00Z,PT60M
26,35.7,56.7,0,88.5,2.5,2020-01-13T16:00:00Z,PT60M
26,33.9,58.2,0.1,89.3,2.6,2020-01-13T17:00:00Z,PT60M
26,39.1,60.3,0.2,89.8,2.7,2020-01-13T18:00:00Z,PT60M
25,40,62.2,0.4,90.6,3,2020-01-13T19:00:00Z,PT60M
25,40,63.4,0.2,91.4,3.2,2020-01-13T20:00:00Z,PT60M
25,41.9,63.5,0.1,91.7,3.1,2020-01-13T21:00:00Z,PT60M
25,47.3,62.5,0.1,91.4,2.7,2020-01-13T22:00:00Z,PT60M
25,45.1,60.5,0.1,90.9,2.3,2020-01-13T23:00:00Z,PT60M
25,9.4,58.4,0.1,90.9,2,2020-01-14T00:00:00Z,PT60M
26,23.4,56.7,0.1,90.3,2.3,2020-01-14T01:00:00Z,PT60M
27,29,55.6,0.1,85.2,2.9,2020-01-14T02:00:00Z,PT60M
28,8,54.9,0.1,80.6,3.4,2020-01-14T03:00:00Z,PT60M
29,14.4,54.4,0.2,79.7,4,2020-01-14T04:00:00Z,PT60M
29,5.9,53.9,0.2,76.3,4.5,2020-01-14T05:00:00Z,PT60M
30,0,53.5,0.1,73.5,4.5,2020-01-14T06:00:00Z,PT60M
30,0,53.4,0,72.9,4.2,2020-01-14T07:00:00Z,PT60M
30,0,53.4,0,72.7,4.1,2020-01-14T08:00:00Z,PT60M
30,0,53.6,0,73.1,3.8,2020-01-14T09:00:00Z,PT60M
30,0,54,0,74.1,3,2020-01-14T10:00:00Z,PT60M
29,0.7,54.3,0,76.5,2.4,2020-01-14T11:00:00Z,PT60M
28,0,55,0.1,79,2.2,2020-01-14T12:00:00Z,PT60M
28,0,55.9,0,80.8,2.2,2020-01-14T13:00:00Z,PT60M
28,0,56.7,0,83.8,2.4,2020-01-14T14:00:00Z,PT60M
27,0.2,57.8,0.1,86,2.6,2020-01-14T15:00:00Z,PT60M
27,32.4,59,0.2,86.2,2.6,2020-01-14T16:00:00Z,PT60M
26,37.8,60,0.2,87.7,2.5,2020-01-14T17:00:00Z,PT60M
26,33.7,60.9,0.5,89.6,2.2,2020-01-14T18:00:00Z,PT60M
26,0,61.8,0.7,90.6,1.7,2020-01-14T19:00:00Z,PT60M
25,0,62,0.8,92,1.6,2020-01-14T20:00:00Z,PT60M
25,1.9,62,0.7,92.5,1.5,2020-01-14T21:00:00Z,PT60M
25,63,62.4,0.5,93.1,1.3,2020-01-14T22:00:00Z,PT60M
25,41.1,62.9,0.2,93.6,1.1,2020-01-14T23:00:00Z,PT60M
25,59.5,62.9,0.1,93.1,1.1,2020-01-15T00:00:00Z,PT60M
25,42.4,63,0.1,90.9,1.1,2020-01-15T01:00:00Z,PT60M
26,40.7,63.2,0.1,85.7,1.3,2020-01-15T02:00:00Z,PT60M
27,30.6,63.3,0.1,82.5,1.6,2020-01-15T03:00:00Z,PT60M
28,40,63.4,0.2,82.5,1.9,2020-01-15T04:00:00Z,PT60M
29,41.5,63.2,0.2,78.8,2.2,2020-01-15T05:00:00Z,PT60M
29,21.6,62.8,0.3,75.4,2.4,2020-01-15T06:00:00Z,PT60M
29,7.9,62.4,0.1,74.8,2.5,2020-01-15T07:00:00Z,PT60M
30,0,61.7,0.1,73.5,2.5,2020-01-15T08:00:00Z,PT60M
