air_temp,cloud_opacity,precipitable_water,precipitation_rate,relative_humidity,wind_speed_10m,period_end,period
29,0,62.4,0.5,76.7,3.1,2021-03-14T09:00:00Z,PT60M
28,10.3,60.6,0.2,77.1,2,2021-03-14T10:00:00Z,PT60M
28,38,59.5,0.1,76.6,1.1,2021-03-14T11:00:00Z,PT60M
28,76.3,59.7,0.1,77.2,1.1,2021-03-14T12:00:00Z,PT60M
27,81.7,60.1,0.1,79.8,1.5,2021-03-14T13:00:00Z,PT60M
27,67.8,60.8,0.2,83.4,2.1,2021-03-14T14:00:00Z,PT60M
26,80.4,60.7,0.1,85.4,2.7,2021-03-14T15:00:00Z,PT60M
26,87.4,60.5,0,86.1,2.8,2021-03-14T16:00:00Z,PT60M
26,95.9,60.4,0.1,87.4,2.4,2021-03-14T17:00:00Z,PT60M
26,80.2,59.8,0.1,88.7,1.7,2021-03-14T18:00:00Z,PT60M
25,43.7,59.5,0,89.8,1.2,2021-03-14T19:00:00Z,PT60M
25,31.7,59.2,0,91.1,1.1,2021-03-14T20:00:00Z,PT60M
25,38.5,58.8,0,92.5,1.3,2021-03-14T21:00:00Z,PT60M
25,53.3,58.7,0,92.8,1.4,2021-03-14T22:00:00Z,PT60M
24,94.1,58.9,0,92.8,1.4,2021-03-14T23:00:00Z,PT60M
24,56.7,59.3,0,93.3,1.3,2021-03-15T00:00:00Z,PT60M
25,30,59.6,0,91.7,1.1,2021-03-15T01:00:00Z,PT60M
27,42.3,59.8,0,83.7,0.6,2021-03-15T02:00:00Z,PT60M
28,64.6,60.2,0,75.7,0.6,2021-03-15T03:00:00Z,PT60M
29,59.6,61,0.1,72.6,1.2,2021-03-15T04:00:00Z,PT60M
29,68.3,61.9,0.1,70.6,1.7,2021-03-15T05:00:00Z,PT60M
30,74.5,62.4,1.4,70.2,2.2,2021-03-15T06:00:00Z,PT60M
29,66.6,62.6,0.1,71.7,2.5,2021-03-15T07:00:00Z,PT60M
29,47,62.4,0.2,73.4,2.5,2021-03-15T08:00:00Z,PT60M
29,56.8,62.5,0.1,73.6,2.4,2021-03-15T09:00:00Z,PT60M
29,59.5,62.2,0,74.7,2,2021-03-15T10:00:00Z,PT60M
28,71.2,61.5,0,77.8,2,2021-03-15T11:00:00Z,PT60M
28,90.7,62.3,0.6,79.8,2.4,2021-03-15T12:00:00Z,PT60M
28,67.1,63.4,1.1,81.3,2.3,2021-03-15T13:00:00Z,PT60M
27,40.5,63.7,1,83.7,1.8,2021-03-15T14:00:00Z,PT60M
26,64.4,63.9,0.5,87.2,1.2,2021-03-15T15:00:00Z,PT60M
26,51,64.1,0.4,89.6,0.8,2021-03-15T16:00:00Z,PT60M
26,38.6,64.2,0.1,91.2,0.9,2021-03-15T17:00:00Z,PT60M
25,66.6,63.9,0.1,91.7,1,2021-03-15T18:00:00Z,PT60M
25,67.6,63.5,0.2,91.4,0.9,2021-03-15T19:00:00Z,PT60M
25,70.6,63.6,0,91.1,0.8,2021-03-15T20:00:00Z,PT60M
25,39.7,63.4,0.8,90.8,0.4,2021-03-15T21:00:00Z,PT60M
25,51.6,61.5,1.2,90,0.1,2021-03-15T22:00:00Z,PT60M
25,31.5,59.8,0.9,89.2,0.3,2021-03-15T23:00:00Z,PT60M
25,14.3,59.9,1.2,90,0.5,2021-03-16T00:00:00Z,PT60M
25,0,60.2,1.4,89.8,0.8,2021-03-16T01:00:00Z,PT60M
26,0.1,60.4,0.5,82.9,1.2,2021-03-16T02:00:00Z,PT60M
28,30.7,60.4,0.1,75.9,1.5,2021-03-16T03:00:00Z,PT60M
29,31.8,60.5,0.1,72.6,1.7,2021-03-16T04:00:00Z,PT60M
29,4.4,60.5,0.1,70.1,2.1,2021-03-16T05:00:00Z,PT60M
29,6.7,60.5,0.1,69.3,2.6,2021-03-16T06:00:00Z,PT60M
29,10.8,60.5,0.9,70.8,2.9,2021-03-16T07:00:00Z,PT60M
29,14,61.4,0.8,73.2,2.4,2021-03-16T08:00:00Z,PT60M
29,54.1,62,3.1,73.6,1.5,2021-03-16T09:00:00Z,PT60M
28,60.5,62.4,1.9,78,1.7,2021-03-16T10:00:00Z,PT60M
26,80.2,63.3,1,84.4,1.2,2021-03-16T11:00:00Z,PT60M
26,86.1,63.3,0.5,86.4,0.8,2021-03-16T12:00:00Z,PT60M
26,93.2,62.4,0,86.9,1.4,2021-03-16T13:00:00Z,PT60M
26,83.6,61.6,0,86.9,1.6,2021-03-16T14:00:00Z,PT60M
26,60,61.2,0,87.1,1.5,2021-03-16T15:00:00Z,PT60M
26,43.6,60.7,0,87.7,1.4,2021-03-16T16:00:00Z,PT60M
25,63.6,59.7,0,89,1.2,2021-03-16T17:00:00Z,PT60M
25,35.8,58.8,0,90.3,1.2,2021-03-16T18:00:00Z,PT60M
25,36.5,58.2,0,91.1,1.1,2021-03-16T19:00:00Z,PT60M
24,40.9,57.8,0,91.1,1,2021-03-16T20:00:00Z,PT60M
24,73.4,57,0,91.1,1.2,2021-03-16T21:00:00Z,PT60M
24,37,55.8,0,93,1.4,2021-03-16T22:00:00Z,PT60M
24,29.3,54.9,0,95,1.3,2021-03-16T23:00:00Z,PT60M
24,7.3,54.7,0,95.3,1.1,2021-03-17T00:00:00Z,PT60M
25,0,54.9,0,93.3,0.7,2021-03-17T01:00:00Z,PT60M
27,0,55.2,0,82.3,0.6,2021-03-17T02:00:00Z,PT60M
29,0,55.5,0.1,71.5,0.7,2021-03-17T03:00:00Z,PT60M
29,0,55.8,0.1,67.7,0.9,2021-03-17T04:00:00Z,PT60M
30,0,56.2,0.1,66.6,1.2,2021-03-17T05:00:00Z,PT60M
31,0,56.8,0.1,66.7,1.6,2021-03-17T06:00:00Z,PT60M
31,1,57.5,0.1,66.7,2,2021-03-17T07:00:00Z,PT60M
31,30.8,58,1.1,66.7,2.2,2021-03-17T08:00:00Z,PT60M
30,19.5,58.7,0.4,66.3,1.1,2021-03-17T09:00:00Z,PT60M
30,30.3,59.3,0.4,69,0.4,2021-03-17T10:00:00Z,PT60M
28,52.3,59.3,0,73.5,0.9,2021-03-17T11:00:00Z,PT60M
28,52.9,59.9,0,75.9,1.3,2021-03-17T12:00:00Z,PT60M
28,51.4,60.8,0,78.2,1.6,2021-03-17T13:00:00Z,PT60M
27,45.1,60.7,0,81.5,1.7,2021-03-17T14:00:00Z,PT60M
27,36.5,60.2,0,83.6,2,2021-03-17T15:00:00Z,PT60M
27,38.6,60,0,84.6,1.9,2021-03-17T16:00:00Z,PT60M
26,39.4,59.7,0.1,85.6,1.8,2021-03-17T17:00:00Z,PT60M
26,34.1,59,0.1,86.6,1.8,2021-03-17T18:00:00Z,PT60M
26,31.6,58.4,0,87.7,1.6,2021-03-17T19:00:00Z,PT60M
25,31.8,57.8,0,88.7,1.4,2021-03-17T20:00:00Z,PT60M
25,38.9,57.5,0,89.2,1.3,2021-03-17T21:00:00Z,PT60M
25,43,56.7,0,90,1.3,2021-03-17T22:00:00Z,PT60M
25,40.7,56,0,91.4,1.4,2021-03-17T23:00:00Z,PT60M
25,21.5,55.9,0,91.4,1.4,2021-03-18T00:00:00Z,PT60M
26,1.7,55.9,0.2,87.9,1.2,2021-03-18T01:00:00Z,PT60M
28,0,56.1,0,78,0.8,2021-03-18T02:00:00Z,PT60M
29,33.1,56.4,0,70.4,0.4,2021-03-18T03:00:00Z,PT60M
30,43,56.8,0.2,68.5,0.8,2021-03-18T04:00:00Z,PT60M
30,35.8,57.5,0.2,66.8,1.4,2021-03-18T05:00:00Z,PT60M
30,8.3,58,1.2,67.7,2,2021-03-18T06:00:00Z,PT60M
30,0,58.5,0,69.1,2.1,2021-03-18T07:00:00Z,PT60M
31,0,58.5,0.7,68.9,2,2021-03-18T08:00:00Z,PT60M
30,1.6,58.9,0.1,69.3,1.3,2021-03-18T09:00:00Z,PT60M
29,20.2,60.5,1.6,72.6,0.9,2021-03-18T10:00:00Z,PT60M
28,69.3,62.3,1.5,79.1,1.1,2021-03-18T11:00:00Z,PT60M
27,93.4,63.7,1.3,84.2,1.1,2021-03-18T12:00:00Z,PT60M
26,94.7,63.6,1.4,86.7,0.6,2021-03-18T13:00:00Z,PT60M
26,94.3,63.2,1.4,88.2,1.1,2021-03-18T14:00:00Z,PT60M
26,83.5,63,1,88.7,1.7,2021-03-18T15:00:00Z,PT60M
25,77,62.9,1.3,89,1.5,2021-03-18T16:00:00Z,PT60M
25,94.2,62.9,1.7,89.5,1.2,2021-03-18T17:00:00Z,PT60M
25,94.4,62.6,1.6,90,1,2021-03-18T18:00:00Z,PT60M
25,85.1,62.3,0,89.5,0.8,2021-03-18T19:00:00Z,PT60M
25,81.7,62.2,0,89.2,0.7,2021-03-18T20:00:00Z,PT60M
25,63.4,61.9,0.2,90,0.8,2021-03-18T21:00:00Z,PT60M
25,84.1,62.2,0.1,90.6,0.7,2021-03-18T22:00:00Z,PT60M
25,80.2,62.5,0.1,91.1,0.7,2021-03-18T23:00:00Z,PT60M
25,60.4,62.2,0.2,90.6,0.9,2021-03-19T00:00:00Z,PT60M
26,41.8,62,0,88.2,1,2021-03-19T01:00:00Z,PT60M
27,47.2,61.7,0,80.8,0.9,2021-03-19T02:00:00Z,PT60M
29,13.4,61.1,0.2,74.8,1,2021-03-19T03:00:00Z,PT60M
29,18,60.5,0.2,74,1.3,2021-03-19T04:00:00Z,PT60M
30,0.6,60.3,0.1,70.3,1.9,2021-03-19T05:00:00Z,PT60M
31,0,60.2,0.1,66.5,2.7,2021-03-19T06:00:00Z,PT60M
31,45.5,60.1,0.3,65.8,3.2,2021-03-19T07:00:00Z,PT60M
30,96.7,60.5,0.1,68.1,3,2021-03-19T08:00:00Z,PT60M
30,70,61.3,0,70.5,2.7,2021-03-19T09:00:00Z,PT60M
30,50.1,61,0.1,71.7,2.4,2021-03-19T10:00:00Z,PT60M
29,83.2,60.8,0.2,76,2.1,2021-03-19T11:00:00Z,PT60M
28,97,60.6,0,78.2,1.8,2021-03-19T12:00:00Z,PT60M
28,96.4,60,0,78,1.8,2021-03-19T13:00:00Z,PT60M
28,96,59.9,0,80.3,2,2021-03-19T14:00:00Z,PT60M
27,92.7,60.1,0,82.2,2,2021-03-19T15:00:00Z,PT60M
27,69,60.4,0,82.4,2.1,2021-03-19T16:00:00Z,PT60M
27,45.5,59.9,0,83.6,2.2,2021-03-19T17:00:00Z,PT60M
26,31.9,58.9,0,85.9,2.2,2021-03-19T18:00:00Z,PT60M
26,28.9,57.8,0,87.9,2,2021-03-19T19:00:00Z,PT60M
25,29.7,56.9,0,89.5,1.9,2021-03-19T20:00:00Z,PT60M
25,28.2,56.3,0,90.3,1.8,2021-03-19T21:00:00Z,PT60M
25,63.1,56.3,0,90.3,1.5,2021-03-19T22:00:00Z,PT60M
25,75.8,56.4,0,90.6,1.4,2021-03-19T23:00:00Z,PT60M
25,50.2,56,0,91.4,1.7,2021-03-20T00:00:00Z,PT60M
25,26.9,55.8,0,90.8,1.5,2021-03-20T01:00:00Z,PT60M
27,3.3,55.9,0,81.4,0.8,2021-03-20T02:00:00Z,PT60M
29,0,56.2,0,70.4,0.4,2021-03-20T03:00:00Z,PT60M
30,10.9,56.6,0,65.6,0.8,2021-03-20T04:00:00Z,PT60M
30,33.9,57,0,63.9,1.5,2021-03-20T05:00:00Z,PT60M
31,42.1,57.7,0,63.3,2,2021-03-20T06:00:00Z,PT60M
31,23.7,58.4,0,61.9,2.6,2021-03-20T07:00:00Z,PT60M
31,8.9,58.5,0,61.9,3,2021-03-20T08:00:00Z,PT60M
31,35.7,58.3,0,62.7,3,2021-03-20T09:00:00Z,PT60M
30,62.4,57.9,0,66.4,2.5,2021-03-20T10:00:00Z,PT60M
29,74,57.6,0,72,2.2,2021-03-20T11:00:00Z,PT60M
28,91.1,57.1,0,74.4,2.4,2021-03-20T12:00:00Z,PT60M
28,53.5,56.4,0,76.4,2.9,2021-03-20T13:00:00Z,PT60M
28,60.7,55.7,0,78.2,3.3,2021-03-20T14:00:00Z,PT60M
27,49.9,54.7,0,79.8,3.4,2021-03-20T15:00:00Z,PT60M
27,49.7,54.2,0,81.7,3.4,2021-03-20T16:00:00Z,PT60M
26,37.4,53.9,0,83.4,3.2,2021-03-20T17:00:00Z,PT60M
26,41.8,54.1,0,85.1,3.1,2021-03-20T18:00:00Z,PT60M
26,52.7,54.8,0,86.4,3,2021-03-20T19:00:00Z,PT60M
26,45.8,55.7,0,87.1,2.9,2021-03-20T20:00:00Z,PT60M
25,71.1,56.5,0,88.2,2.7,2021-03-20T21:00:00Z,PT60M
25,82.1,56.9,0,88.9,2.5,2021-03-20T22:00:00Z,PT60M
25,82.3,57,0,88.9,2.1,2021-03-20T23:00:00Z,PT60M
25,20.8,57.1,0,87.9,2,2021-03-21T00:00:00Z,PT60M
26,0.2,57,0,85.6,2,2021-03-21T01:00:00Z,PT60M
28,0,57,0,77.3,1.8,2021-03-21T02:00:00Z,PT60M
30,0,57.6,0.1,69.6,1.9,2021-03-21T03:00:00Z,PT60M
30,1.7,58.4,0.1,67,2.2,2021-03-21T04:00:00Z,PT60M
31,11.5,59.5,0,64.6,2.6,2021-03-21T05:00:00Z,PT60M
32,19.1,60.3,0.1,64.1,3.3,2021-03-21T06:00:00Z,PT60M
32,1.2,61.2,0.4,64.7,3.7,2021-03-21T07:00:00Z,PT60M
31,0.1,62.5,2.9,67.1,3.7,2021-03-21T08:00:00Z,PT60M
30,62.6,62.9,0.7,70.2,3.7,2021-03-21T09:00:00Z,PT60M
29,91.2,62.2,0,74,3,2021-03-21T10:00:00Z,PT60M
28,82.2,62.4,0,78,2.2,2021-03-21T11:00:00Z,PT60M
28,96.1,63,0,78.7,2.2,2021-03-21T12:00:00Z,PT60M
28,97,62.8,0,79.4,2.4,2021-03-21T13:00:00Z,PT60M
27,97,62.8,0,82,2.5,2021-03-21T14:00:00Z,PT60M
27,96.4,62.9,0,84.4,2.7,2021-03-21T15:00:00Z,PT60M
26,93.6,62.7,0,85.7,2.9,2021-03-21T16:00:00Z,PT60M
26,88.1,62,0,87.2,2.9,2021-03-21T17:00:00Z,PT60M
26,66.3,61,0,87.9,3,2021-03-21T18:00:00Z,PT60M
26,55,59.9,0,87.9,3,2021-03-21T19:00:00Z,PT60M
26,69.4,58.8,0,87.9,3,2021-03-21T20:00:00Z,PT60M
25,74.1,57.9,0,88.4,2.9,2021-03-21T21:00:00Z,PT60M
25,47.3,57.3,0,88.4,2.5,2021-03-21T22:00:00Z,PT60M
25,57.8,57.4,0,88.4,2.2,2021-03-21T23:00:00Z,PT60M
25,19.9,57.5,0,87.6,2.2,2021-03-22T00:00:00Z,PT60M
26,4.4,57.3,0,84.6,2.2,2021-03-22T01:00:00Z,PT60M
28,0.8,57.4,0,76.4,2,2021-03-22T02:00:00Z,PT60M
30,1.5,57.9,0.1,69,2,2021-03-22T03:00:00Z,PT60M
30,0.1,58.8,0.1,65.8,2.5,2021-03-22T04:00:00Z,PT60M
31,6.2,59.9,0.1,63,3.1,2021-03-22T05:00:00Z,PT60M
31,9.6,61,0.1,62.5,3.8,2021-03-22T06:00:00Z,PT60M
31,3.7,62,0.2,63.3,4.2,2021-03-22T07:00:00Z,PT60M
31,13.3,63.6,1.4,65.1,4.2,2021-03-22T08:00:00Z,PT60M
30,22.4,64.2,1.9,70.2,3.8,2021-03-22T09:00:00Z,PT60M
28,49,62.8,0.2,75.1,3.1,2021-03-22T10:00:00Z,PT60M
28,35.3,61.8,0,77.2,2.5,2021-03-22T11:00:00Z,PT60M
28,59.7,62.2,0,78.2,2.4,2021-03-22T12:00:00Z,PT60M
28,66.6,62.7,0,79.3,2.4,2021-03-22T13:00:00Z,PT60M
27,61.9,62.8,0,81.7,2.4,2021-03-22T14:00:00Z,PT60M
27,63.1,62.8,0,83.9,2.5,2021-03-22T15:00:00Z,PT60M
26,60.6,62.9,0,84.9,2.4,2021-03-22T16:00:00Z,PT60M
26,56.5,62.9,0.1,86.1,2.2,2021-03-22T17:00:00Z,PT60M
26,75,62.4,0.1,87.2,2.3,2021-03-22T18:00:00Z,PT60M
26,56.7,62,0,87.1,2.4,2021-03-22T19:00:00Z,PT60M
26,57,62.1,0,87.7,2.5,2021-03-22T20:00:00Z,PT60M
25,34.9,62.2,0,88.4,2.6,2021-03-22T21:00:00Z,PT60M
25,37.5,61.6,0,89,2.6,2021-03-22T22:00:00Z,PT60M
25,51.3,60.8,0,89.2,2.7,2021-03-22T23:00:00Z,PT60M
25,21,60.8,0,88.7,2.8,2021-03-23T00:00:00Z,PT60M
26,4.7,60.9,0,86.9,2.8,2021-03-23T01:00:00Z,PT60M
28,0,60.9,0,79.2,2.8,2021-03-23T02:00:00Z,PT60M
29,3.1,61,0,71.2,3.1,2021-03-23T03:00:00Z,PT60M
30,0.2,61.6,0.1,68,3.6,2021-03-23T04:00:00Z,PT60M
30,7.9,62.4,0,66.3,4,2021-03-23T05:00:00Z,PT60M
31,16.9,63.1,0.1,65.7,4,2021-03-23T06:00:00Z,PT60M
31,35,63.3,0.8,65.9,4.4,2021-03-23T07:00:00Z,PT60M
31,13.3,64,1.2,65.3,4.7,2021-03-23T08:00:00Z,PT60M
31,15.2,64.6,0.5,64.7,4.5,2021-03-23T09:00:00Z,PT60M
29,34.2,64.3,0.4,71.3,3.8,2021-03-23T10:00:00Z,PT60M
28,51.1,64.4,0.1,78.4,3.2,2021-03-23T11:00:00Z,PT60M
28,72.6,64.8,0,79.4,3.2,2021-03-23T12:00:00Z,PT60M
27,65.1,65.3,0,80.5,3,2021-03-23T13:00:00Z,PT60M
27,76.8,65.7,0,81.7,2.8,2021-03-23T14:00:00Z,PT60M
27,94.5,65.8,0,82.7,2.8,2021-03-23T15:00:00Z,PT60M
27,62.2,65.7,0,83.6,2.6,2021-03-23T16:00:00Z,PT60M
26,53.5,65.8,0,85.4,2.3,2021-03-23T17:00:00Z,PT60M
26,81.7,65.8,0,86.9,2.2,2021-03-23T18:00:00Z,PT60M
26,58.8,65.8,0,87.7,2.3,2021-03-23T19:00:00Z,PT60M
25,56.5,65.6,0,89,2.6,2021-03-23T20:00:00Z,PT60M
25,61.7,65.5,0,89.5,2.8,2021-03-23T21:00:00Z,PT60M
25,67,65.2,0,89,2.7,2021-03-23T22:00:00Z,PT60M
25,54.5,64.9,0,88.7,2.6,2021-03-23T23:00:00Z,PT60M
25,18,64.5,0,88.2,2.6,2021-03-24T00:00:00Z,PT60M
26,7.5,64.2,0,85.9,2.4,2021-03-24T01:00:00Z,PT60M
28,2.5,64.4,0,78.7,2.2,2021-03-24T02:00:00Z,PT60M
29,2.9,64.5,0,72.1,2.3,2021-03-24T03:00:00Z,PT60M
30,3,64.7,0.1,69.6,2.3,2021-03-24T04:00:00Z,PT60M
30,17,64.7,0.1,69,2.4,2021-03-24T05:00:00Z,PT60M
30,8.1,64.8,0.2,70,3.1,2021-03-24T06:00:00Z,PT60M
30,10.3,64.9,0.5,71.5,4.1,2021-03-24T07:00:00Z,PT60M
29,30.2,66,1.4,73.8,4.7,2021-03-24T08:00:00Z,PT60M
29,8.8,67.3,1.4,75.1,4.4,2021-03-24T09:00:00Z,PT60M
28,38.5,66,0.2,77.5,3.9,2021-03-24T10:00:00Z,PT60M
27,73.5,64.4,0.1,79.8,3.9,2021-03-24T11:00:00Z,PT60M
27,93.4,63.6,0,79.7,3.7,2021-03-24T12:00:00Z,PT60M
27,94.7,63.1,0.1,80.7,3.5,2021-03-24T13:00:00Z,PT60M
27,67.2,63.8,0.1,81.1,3.5,2021-03-24T14:00:00Z,PT60M
26,73.7,64.6,0,81.6,3.5,2021-03-24T15:00:00Z,PT60M
26,66.3,64.8,0,82.1,3.2,2021-03-24T16:00:00Z,PT60M
26,42,64.7,0,83.3,2.8,2021-03-24T17:00:00Z,PT60M
26,60.8,64.4,0,84.6,2.5,2021-03-24T18:00:00Z,PT60M
26,73,64,0,84.8,2.4,2021-03-24T19:00:00Z,PT60M
26,76,63.6,0,86.1,2.4,2021-03-24T20:00:00Z,PT60M
26,47.7,63,0,87.7,2.3,2021-03-24T21:00:00Z,PT60M
26,44.9,62.1,0,87.7,2,2021-03-24T22:00:00Z,PT60M
26,31.3,61.6,0,87.7,1.8,2021-03-24T23:00:00Z,PT60M
26,18.1,61.8,0,87.9,1.9,2021-03-25T00:00:00Z,PT60M
26,1.5,61.8,0,86.4,1.8,2021-03-25T01:00:00Z,PT60M
28,3.9,61.8,0,79,1.7,2021-03-25T02:00:00Z,PT60M
30,22.5,62.2,0,71.7,1.8,2021-03-25T03:00:00Z,PT60M
30,12.6,62.9,0,68.8,2.2,2021-03-25T04:00:00Z,PT60M
30,1.9,63.7,0,66.8,2.9,2021-03-25T05:00:00Z,PT60M
30,12.6,64.2,0,66.4,3.5,2021-03-25T06:00:00Z,PT60M
30,58.9,64.5,0.1,68.2,3.7,2021-03-25T07:00:00Z,PT60M
29,67.2,65.4,0.1,71.8,3.8,2021-03-25T08:00:00Z,PT60M
29,38.6,65.6,0.1,74.6,3.8,2021-03-25T09:00:00Z,PT60M
28,47.9,65.7,0.7,76.4,3.2,2021-03-25T10:00:00Z,PT60M
27,55,66.3,0,78.4,2.5,2021-03-25T11:00:00Z,PT60M
27,76.7,66.6,0,79.3,2.3,2021-03-25T12:00:00Z,PT60M
27,82.6,66.7,0,80,1.9,2021-03-25T13:00:00Z,PT60M
27,92.3,66.3,0,81.9,1.6,2021-03-25T14:00:00Z,PT60M
26,88.2,65.6,0.1,83.3,1.4,2021-03-25T15:00:00Z,PT60M
26,88.2,65.2,0,84.1,1.4,2021-03-25T16:00:00Z,PT60M
26,73.7,65,0,86.1,1.5,2021-03-25T17:00:00Z,PT60M
25,55.7,64.8,0,89,1.3,2021-03-25T18:00:00Z,PT60M
25,55.6,64.3,0.1,90.8,1.2,2021-03-25T19:00:00Z,PT60M
25,66.7,63.8,0,92.5,1.2,2021-03-25T20:00:00Z,PT60M
24,59.4,63.4,0,92.7,1.2,2021-03-25T21:00:00Z,PT60M
25,48.4,61.7,0,91.1,1.2,2021-03-25T22:00:00Z,PT60M
25,35.9,60.4,0,90.6,1.3,2021-03-25T23:00:00Z,PT60M
25,6.1,60.4,0,90.6,1.4,2021-03-26T00:00:00Z,PT60M
26,0,60.2,0,88.2,1.4,2021-03-26T01:00:00Z,PT60M
28,0,59.9,0,79.2,1.3,2021-03-26T02:00:00Z,PT60M
29,0,60.1,0,70.4,1.3,2021-03-26T03:00:00Z,PT60M
30,2.1,60.9,0,67.2,1.4,2021-03-26T04:00:00Z,PT60M
31,13.2,61.7,0,65.3,1.8,2021-03-26T05:00:00Z,PT60M
31,0.1,61.9,0.3,65.4,2.2,2021-03-26T06:00:00Z,PT60M
31,0.1,62.5,0.2,66,2.3,2021-03-26T07:00:00Z,PT60M
31,4.4,62.3,0.1,66.6,2,2021-03-26T08:00:00Z,PT60M
31,6.4,62,0.7,68.2,1.2,2021-03-26T09:00:00Z,PT60M
30,31,62.7,0.5,70.6,0.8,2021-03-26T10:00:00Z,PT60M
29,61.3,63.3,0.4,73.9,0.6,2021-03-26T11:00:00Z,PT60M
29,64.5,63.2,0.1,77,0.3,2021-03-26T12:00:00Z,PT60M
29,44.9,63.3,0.5,78.8,0.5,2021-03-26T13:00:00Z,PT60M
28,48.7,63.3,0.3,80.6,0.6,2021-03-26T14:00:00Z,PT60M
28,35.1,62.9,0,82.7,0.7,2021-03-26T15:00:00Z,PT60M
27,34.1,62.9,0,84,0.6,2021-03-26T16:00:00Z,PT60M
27,56.7,62.7,0.3,86.5,0.5,2021-03-26T17:00:00Z,PT60M
26,71.3,62.5,0.4,88,0.5,2021-03-26T18:00:00Z,PT60M
26,63,62.7,0.4,88.2,0.4,2021-03-26T19:00:00Z,PT60M
26,41.4,62.4,0,89.8,0.4,2021-03-26T20:00:00Z,PT60M
25,31.9,61.6,0,90.9,0.5,2021-03-26T21:00:00Z,PT60M
25,37.1,60.3,0,91.4,0.9,2021-03-26T22:00:00Z,PT60M
25,53.7,59.4,0,92.2,1.2,2021-03-26T23:00:00Z,PT60M
26,22.2,59.5,0,91.4,1.2,2021-03-27T00:00:00Z,PT60M
26,5.5,59.9,0,88.8,1,2021-03-27T01:00:00Z,PT60M
28,20.4,59.9,0.1,82.3,0.7,2021-03-27T02:00:00Z,PT60M
29,28.4,60.2,0.1,76.1,0.7,2021-03-27T03:00:00Z,PT60M
30,35,61,0.2,74.3,1,2021-03-27T04:00:00Z,PT60M
30,58.6,61.8,0.7,72.2,1.8,2021-03-27T05:00:00Z,PT60M
30,65.7,61.5,3.4,71.6,2.8,2021-03-27T06:00:00Z,PT60M
30,48.6,63.1,1.1,73.3,3.4,2021-03-27T07:00:00Z,PT60M
30,16.2,65.4,0.3,75.7,2.6,2021-03-27T08:00:00Z,PT60M
29,58.5,65.3,0.3,77.2,1.5,2021-03-27T09:00:00Z,PT60M
28,64,65.2,1.3,79.9,0.8,2021-03-27T10:00:00Z,PT60M
27,94.5,66.1,1.5,84.9,0.5,2021-03-27T11:00:00Z,PT60M
26,96.1,67.3,0.9,87.5,0.5,2021-03-27T12:00:00Z,PT60M
26,96.1,67.8,0.8,89.6,0.2,2021-03-27T13:00:00Z,PT60M
26,97,68.1,0.8,91.4,0.1,2021-03-27T14:00:00Z,PT60M
26,97,68.1,0.6,91.4,0.5,2021-03-27T15:00:00Z,PT60M
26,96.6,67.6,0.5,91.2,0.8,2021-03-27T16:00:00Z,PT60M
26,95.3,67.1,0.4,91.4,0.9,2021-03-27T17:00:00Z,PT60M
25,96.2,67.2,0.6,92,1.1,2021-03-27T18:00:00Z,PT60M
25,95.5,67.4,0.1,92.8,1.3,2021-03-27T19:00:00Z,PT60M
25,96.6,67,0.1,93.3,1.3,2021-03-27T20:00:00Z,PT60M
25,95.4,66.5,0,93.6,0.8,2021-03-27T21:00:00Z,PT60M
25,85.4,65.8,0,93.1,0.6,2021-03-27T22:00:00Z,PT60M
25,56.7,64.9,0,92.5,0.8,2021-03-27T23:00:00Z,PT60M
25,20.1,64,0,92.2,0.9,2021-03-28T00:00:00Z,PT60M
26,0.3,63,0,90.4,0.7,2021-03-28T01:00:00Z,PT60M
28,0,62.2,0,81.9,0.3,2021-03-28T02:00:00Z,PT60M
29,0,61.8,0,73.2,0.4,2021-03-28T03:00:00Z,PT60M
30,1.6,62,0,69.7,0.5,2021-03-28T04:00:00Z,PT60M
31,5.5,62.5,0,66,0.4,2021-03-28T05:00:00Z,PT60M
32,0,62.9,0,63.8,0.7,2021-03-28T06:00:00Z,PT60M
32,0.6,63.3,0.1,65,1.1,2021-03-28T07:00:00Z,PT60M
31,0,63.6,1.2,68.4,1.1,2021-03-28T08:00:00Z,PT60M
30,1.1,63.8,0.2,71.2,0.5,2021-03-28T09:00:00Z,PT60M
30,27.3,63.5,0.4,73.7,1,2021-03-28T10:00:00Z,PT60M
29,81.4,63.2,0.1,76.7,1,2021-03-28T11:00:00Z,PT60M
28,97,63.7,0,78.3,0.8,2021-03-28T12:00:00Z,PT60M
28,93.1,64.5,0.1,80.9,0.6,2021-03-28T13:00:00Z,PT60M
27,93.8,65.3,0.5,85.3,1,2021-03-28T14:00:00Z,PT60M
27,90.9,65.3,0.9,88,1.4,2021-03-28T15:00:00Z,PT60M
27,92.9,65.1,0.4,88.5,1.1,2021-03-28T16:00:00Z,PT60M
26,96.7,65.3,0.1,89.3,0.6,2021-03-28T17:00:00Z,PT60M
26,97,65,0.1,90.7,1,2021-03-28T18:00:00Z,PT60M
26,97,63.7,0,91.5,1,2021-03-28T19:00:00Z,PT60M
26,97,62.5,0,91.7,0.7,2021-03-28T20:00:00Z,PT60M
26,97,61.7,0,92.3,0.9,2021-03-28T21:00:00Z,PT60M
26,97,60.5,0,92,1.1,2021-03-28T22:00:00Z,PT60M
